ID;txt
3510-P8_2;porque tengo facilidad de acceso a mi cuenta los pagos de mis clientes
3513-P8_2;por la cercania de las sucursales saliendo de mi fraccionamiento a una calle esta el banco y en tiempo de pandemia lo hice para no andar trasladandome mucho ni exponiendome por la pandemia abri mi cuenta para que me pudieran depositar una cuenta de debito mia
3515-P8_2;no me cuesta trabajo usar la banca movil tiene accesibilidad a la cuenta y retiros sin tarjeta pagar con qr
3520-P8_2;porque hay mas cajeros mas sucursales
3526-P8_2;es el banco mas cercano a mi casa accesible
3535-P8_2;por nomina
3543-P8_2;es mas facil usar el banco por las trasferencias
3550-P8_2;por las facilidades en cuanto a la aplicacion y el numero de cajeros
3556-P8_2;compras en linea pagos de servicios con su tarjeta y de vez en cuando compra productos en linea
3557-P8_2;porque entro con la beca de amlo ese fue el banco que le dieron
3560-P8_2;mas accesibilidad hay mas bancos
3564-P8_2;por el deposito de una beca
3581-P8_2;por las aplicaciones muy faciles de manejar la interfaz
3582-P8_2;porque son muy seguras sus tarjetas que tienen un nip y son seguras
3583-P8_2;porque no me cobra nada por el uso de la tarjeta
3586-P8_2;porque es muy facil de manejar la app del banco
3588-P8_2;no cobra comisiones altas y es accesible
3590-P8_2;fue el primero
3599-P8_2;era el que mas me convenia no cobraba comisiones y era el mas cerca de donde vivia
3602-P8_2;por mi ex trabajo fue el que la empresa me dio y con esa me quede
3607-P8_2;recomendaron por los beneficios que tiene
3610-P8_2;buen servicio algunos otros bancos son lentos las transacciones son mas rapidas como las transferencias o retiros
3621-P8_2;es mas comercial que hay mas sucursales
3624-P8_2;por la plataforma sus aplicaciones y como la llevan
3639-P8_2;cuenta de ahorro
3640-P8_2;porque ahi guarda sus ahorros
3641-P8_2;por la facilidad de apertura de cuenta de debito que no cobra tanta comision
3642-P8_2;porque ocupaba que me mandaran dinero en la tarjeta de debito
3645-P8_2;por la comodidad de que hay cajeros en todos lados
3647-P8_2;porque ahi me depositaban mi nomina
3648-P8_2;por la atencion en las sucursales bancarias la atencion es muy pronta
3660-P8_2;atencion y opinas
3665-P8_2;nsnr
3666-P8_2;porque ahi recibo mi nomina
3667-P8_2;porque me gusta la aplicacion es facil de usar es muy sencillo
3679-P8_2;la seguridad pues no he tenido temas con que me clonen las tarjetas de debito credito o algo por el estilo
3680-P8_2;por la beca porque me piden tener cuenta interbancaria
3683-P8_2;su atencion el servicio al cliente que te dan son muy atentos conmigo en la sucursal en cualquier tema que tengo
3684-P8_2;porque ahi me pagan mi nomina ahi me depositan
3689-P8_2;pues no me falla no me han cobrado comision extra y las transferencias se realizan en el momento
3691-P8_2;porque es buen banco ya que no me cobran muchos intereses tengo buenos planes
3693-P8_2;porque ahi tengo tarjeta de debito
3696-P8_2;por la facilidad de mover dinero por ejemplo a mi madre le piden un deposito yo le ayudo con mi tarjeta
3705-P8_2;es un banco muy practico la aplicacion de su banca movil me gusta casi no falla
3706-P8_2;por la tarjeta de nomina
3707-P8_2;porque ahi tengo mi nomina sus servicios la siento mas segura ya que me responden cuando hay algo indebido como un gasto que no hice yo me lo recuperan y me avisan
3713-P8_2;porque son rapidos sus servicios como lo que es transferencia retirar del cajero y poca fila
3717-P8_2;por el trabajo las transacciones son a traves de aqui pagos a proveedores
3720-P8_2;me gusta
3721-P8_2;me facilita los pagos
3723-P8_2;me gusta el banco y su atencion
3728-P8_2;primero me la han recomendado mucho y se ajusta a mis necesidades porque no manejo demasiado dinero
3729-P8_2;porque no es importante la tarjeta con tener la app se facilita mejor todas las operaciones se pueden realizar desde la aplicacion
3732-P8_2;por programas del estado becas apoyos gubernamentales
3733-P8_2;porque en mi trabajo me solicitaban otro banco para que me depositaran la nomina para mas facil el proceso
3735-P8_2;nomina en el trabajo
3739-P8_2;me lo recomendaron y siento que son los que tienen mas cajeros
3743-P8_2;porque mis pagos llegaban a una cuenta ligada a ese banco
3745-P8_2;te da mas accesibilidad son mas rapidos los tramites por ejemplo no te cobran comision en las transferencias en los depositos
3747-P8_2;las oportunidades de compra es facil de encontrar el banco para realizar las compras y prestigio
3750-P8_2;por la beca
3755-P8_2;es la que te piden en el trabajo
3761-P8_2;porque es el banco que la alcaldia me pidio que abriera la cuenta
3763-P8_2;la banca en linea es buena porque siempre funciona
3768-P8_2;porque mis papas me hacen transferencia
3770-P8_2;por la tarjeta de debito
3772-P8_2;facilidad de transacciones le deposito a terceros
3773-P8_2;comodidad porque esta cerca de su casa no es necesario moverse de lugar al hacer depositos cambio
3776-P8_2;para recibir la beca
3777-P8_2;es facil su nomina llega rapido y no tiene que pagar comisiones
3785-P8_2;por la confianza la encuentro en cualquier lugar puedo confiar que si no traigo dinero puedo pasar a algun cajero
3790-P8_2;seguridad de la tarjeta si alguien llega a sacar dinero te notifican y te lo rembolsan
3798-P8_2;porque ahi fue el unico lugar que me dieron para la nomina
3799-P8_2;por pago de nomina
3803-P8_2;por trabajo
3805-P8_2;aplicacion facil de usar
3808-P8_2;porque ahi tengo mi cuenta de ahorro
3817-P8_2;es muy factible para compras en linea
3827-P8_2;hay muchas sucursales igual muchos cajeros porque manejo muchos depositos retiros pues porque ando yo por toda la ciudad y se me hace mas rapido buscar un bbva que un hsbc
3838-P8_2;me gusta su aplicacion en el celular muy facil
3839-P8_2;su agilidad en los tramites tiempo de espera en la caja la app es mas agil para manejar
3859-P8_2;por su aplicacion movil del celular es muy buena
3860-P8_2;porque los bancos estan mas cercanos que los otros
3868-P8_2;me dieron muy facilmente mis tarjetas de credito no he tenido problema con mi tarjeta
3870-P8_2;por las facilidades que da al adquirir un credito como trabaja la nomina y la facilidad de la caja de ahorro que trabajan ellos
3874-P8_2;por la facilidad de realizar los pagos y las transferencias que se reflejan los depositos en el momento
3876-P8_2;por las comisiones bajas
3881-P8_2;porque no cobran comisiones no me cobran por manejo de cuenta
3890-P8_2;ahi se que mi dinero esta seguro nunca hacen cargos extras que hay veces que en banamex me cobraban cosas que no habia realizado y en este banco no me cobran nada de eso
3893-P8_2;porque en el banco pues te resuelven todas tus dudas en tu cuenta de nomina
3894-P8_2;me agradan ahi
3896-P8_2;porque ahi me paga la nomina
3898-P8_2;porque la seguridad que tiene en cuestion financiera de los datos
3902-P8_2;compras en linea compras en tiendas online
3905-P8_2;la proteccion el nip
3906-P8_2;me gusta su servicio la aplicacion te dice saldo movimientos
3907-P8_2;es el mejor banco en cuestion de servicio
3909-P8_2;porque de ahi me pagan mi nomina
3910-P8_2;porque no cobra tantos intereses para hacer transferencias y depositos no cobra comisiones
3914-P8_2;me cobraba menos intereses me lo recomendaron mucho
3916-P8_2;porque me gusto tiene buenas atenciones de los empleados de la compania
3921-P8_2;se encuentra cerca de mi casa me siento comoda con el servicio
3926-P8_2;funciona bien y por la aplicacion es muy sencilla de usar y rara vez tiene problemas
3927-P8_2;su servicio y facilidad de manejar cuentas no es tardado te atienden a la hora que sea y te atienden bien es facil hacer movimientos en el banco no te ponen tantas trabas
3938-P8_2;no genera interes ni manejo de cuenta
3952-P8_2;por las tasas de interes
3953-P8_2;porque por ahi pagaba una casa que adquiri la casa me dio esa cuenta
3959-P8_2;me gusta el servicio y muchas cosas se hacen desde el celular sin tener que ir a la sucursal
3972-P8_2;por las facilidades para pagar no es mucho el iva
3975-P8_2;ahi me depositan mi nomina
3977-P8_2;por la confianza para poder ahorrar
3979-P8_2;porque manejo la cuenta digital y no me cobra comision
3982-P8_2;sus transacciones de la cuenta de ahorro
3983-P8_2;que hay cajeros donde quiera disponibilidad de retiro de dinero
3994-P8_2;el servicio tiene buena calidad de servicio es eficiente la app me sirve y con eso hago todo
3998-P8_2;cuenta segura mi dinero
4000-P8_2;porque ocupo la app y me resulta muy sencilla facil de usar y se puede hacer todo desde ahi
4001-P8_2;por los beneficios que me otorga por el tiempo que he tenido la tarjeta
4002-P8_2;me gusta mucho que se encuentran disponibles cajeros la app del celular es muy facil y comodo
4003-P8_2;me gusta el servicio y es el banco que he tenido desde siempre
4005-P8_2;por la atencion que me ha brindado y las prestaciones
4009-P8_2;por los seguros personal robo de aparatos medico para mi familia y tengo la cuenta de ahorro ahi
4011-P8_2;por la cuenta de nomina
4012-P8_2;por nomina del trabajo
4013-P8_2;es una empresa buena nunca me ha quitado el dinero sin avisarme que me hagan algun cobro directo de mi nomina
4015-P8_2;para poder ocupar mis ahorros y mi dinero
4016-P8_2;porque tiene una banca movil que es muy facil de utilizar y hace transferencias en el momento
4018-P8_2;me da buenos servicios hay cajero cerca
4021-P8_2;nomina y facilidad para otorgar credito
4030-P8_2;porque hay mas cajeros hay mas opciones para retirar y hay mas sucursales
4034-P8_2;principalmente por los cajeros y la disponibilidad estan mejor atienden mucho mejor
4037-P8_2;porque necesitaba otra cuenta para tener los gastos separados
4046-P8_2;para mi es el mejor su tasa de intereses es baja
4047-P8_2;por la seguridad y confianza con ellos
4048-P8_2;porque hay mas bancos facilidad de encontrar bancos
4071-P8_2;porque a traves de ese banco me pagan o recibo mi salario me pagan mi nomina
4072-P8_2;me agrada mucho su tasa que es la mas baja de los bancos que conozco de interes por manejo de cuenta de debito
4074-P8_2;cuenta de ahorro
4075-P8_2;deposito
4085-P8_2;por ahorro
4087-P8_2;cuenta de ahorro
4092-P8_2;anualidades que tiene es un poco bajo
4093-P8_2;me agrada la rapidez con la que atienden en los bancos en la caja y los ejecutivos
4096-P8_2;me gusta mucho su banca movil y la tarjeta virtual que puedes comprar rapido y realizar transferencias rapido un seguro de vida
4097-P8_2;por el servicio y promociones
4101-P8_2;facilidades que da al manejar la banca que no le ponen muchas trabas para manejar las moviles
4103-P8_2;porque no cobran comisiones en sus tarjetas y por ser su primer banco lealtad
4127-P8_2;porque tiene bajos intereses y en el ahorro aumenta 30
4136-P8_2;la app me facilita muchos movimientos de dinero
4141-P8_2;hay mas sucursales mas cajeros y hay mas bancos cerca
4151-P8_2;porque tiene buena tasa de interes
4156-P8_2;se me facilita mucho para el servicio al cliente por el telefono
4158-P8_2;la comodidad de que hay mas accesibilidad de cajeros es mas rapido y sacar dinero
4160-P8_2;es el mas conocido y genera confianza
4161-P8_2;cuenta de nomina
4164-P8_2;por la facilidad de su aplicacion movil me han llegado cargos y me soluciona rapido eficiencia
4166-P8_2;accesibilidad en cuanto a banco con mas cajeros tiene mayor red de alcance en mejor inversion
4167-P8_2;le gusta su privacidad en su aplicacion es muy segura en el reconocimiento facial
4170-P8_2;seguridad es una estabilidad de que mi dinero va a estar bien
4171-P8_2;aplicacion para hacer transferencias
4173-P8_2;ahi me depositan mi beca
4174-P8_2;porque me gusta la facilidad con la que puedes hacer operaciones desde la app del celular transferencias
4176-P8_2;por su atencion siempre sus ejecutivos me han solucionado los problemas que he tenido en linea y presencial
4178-P8_2;buena accesibilidad al sistema en situacion de token situacion de cambiar contrasena no hay limite de cuentas no hay trabas para realizar movimientos la aplicacion muy accesible
4179-P8_2;las facilidades que te dan en cuanto a su aplicacion son muy buenas te da toda la informacion que ocupas de tarjeta de debito
4180-P8_2;no te cobra tasa de interes que no se queda con ninguna parte de tu dinero al momento de guardarlo
4191-P8_2;no cobra comision
4200-P8_2;por seguridad sales con tu dinero
4203-P8_2;es facil sus transacciones desde la app y cajero es mas sencillo
4210-P8_2;igual la empresa paga con numero de cuenta
4216-P8_2;para depositarme la nomina lo hizo mi jefe
4218-P8_2;lo tengo a la vuelta de mi casa
4221-P8_2;ahi me depositaban nomina
4222-P8_2;por la nomina
4224-P8_2;porque no te piden que hagas compras a cada rato
4226-P8_2;porque me ha funcionado su producto de cuenta de debito
4234-P8_2;porque tuve problemas con scotiabank con su aplicacion porque mi papa era cuentahabiente del banco
4236-P8_2;por la nomina
4238-P8_2;porque abri cuenta de inversion y ya despues en mis trabajos me pedian una cuenta de nomina
4239-P8_2;porque ahi fue mi primera nomina
4241-P8_2;porque es el que menos tramites pedia para sacar la tarjeta y no te cobran nada por tenerla solo te cobran mas por manejo de cuenta
4242-P8_2;la nomina
4243-P8_2;una cuenta de ahorro
4244-P8_2;ahi me pagan
4245-P8_2;para que me pagaran ahi
4251-P8_2;sus servicios me parecen aplicables premium de ahorro
4252-P8_2;los cajeros estan muy cercanos o sea hay muchos aparte es el banco menos complicado en la aplicacion
4254-P8_2;me pagan ahi
4255-P8_2;por convenio de la pension y tratan bien
4257-P8_2;deposito puntual
4261-P8_2;inversiones que son a menor tiempo
4262-P8_2;vi mas accesible con respecto a la solicitud de la tarjeta no cobran comisiones
4271-P8_2;porque tengo una tarjeta de credito
4272-P8_2;por mi nomina
4273-P8_2;por la cuenta de ahorro
4278-P8_2;por la tasa de interes credito y prestamos
4281-P8_2;por la empresa en la que trabajo ahi me pagan
4284-P8_2;su facilidad de uso de que me da las opciones para manejarlo todo desde el celular y hay muchos cajeros es sencillo no tiene muchos problemas retiro sin tarjeta transferencias estado de cuenta recargas servicios
